0.475	2.133	0.014	0.063
0.525	2.168	0.005	0.093
0.575	2.118	0.004	0.082
0.625	2.084	0.005	0.073
0.675	2.064	0.006	0.077
0.725	2.027	0.011	0.067
0.775	1.97	0.008	0.066
0.825	1.955	0.01	0.073
0.875	1.968	0.005	0.064
0.925	1.926	0.01	0.062
0.975	1.916	0.011	0.063
1.075	1.873	0.009	0.066
1.125	1.837	0.006	0.059
1.375	1.807	0.008	0.055
1.675	1.745	0.011	0.069
1.725	1.733	0.006	0.046
1.775	1.721	0.01	0.055
1.825	1.709	0.01	0.054
1.975	1.697	0.014	0.049
2.025	1.698	0.007	0.052
2.125	1.696	0.016	0.061
2.175	1.684	0.012	0.066
2.225	1.687	0.009	0.044
2.325	1.683	0.011	0.055
2.375	1.669	0.01	0.041
2.525	1.639	0.026	0.059
2.575	1.644	0.013	0.051
2.725	1.652	0.009	0.04
2.775	1.62	0.019	0.042
3.025	1.624	0.021	0.045
3.325	1.632	0.029	0.052
3.475	1.622	0.007	0.035
5.475	1.545	0.013	0.032
6.915	1.521	0.009	0.014
8.847	1.508	0.013	0.015
11.344	1.5	0.014	0.01
13.238	1.503	0.025	0.023
14.689	1.52	0.012	0.011
17.108	1.478	0.011	0.017
20.108	1.467	0.01	0.007
21.097	1.486	0.01	0.011
24.259	1.47	0.012	0.014
26.68	1.469	0.013	0.007
32.5	1.479	0.013	0.014
34.932	1.445	0.113	0.007
36.75	1.482	0.012	0.018
43.97	1.478	0.026	0.01
47.44	1.477	0.127	0.007
