0.475	0.911	0.01	0.037
0.525	1.011	0.005	0.046
0.575	1.026	0.004	0.047
0.625	1.067	0.003	0.048
0.675	1.101	0.003	0.053
0.725	1.086	0.004	0.053
0.775	1.08	0.005	0.051
0.825	1.079	0.005	0.055
0.875	1.108	0.003	0.058
0.925	1.082	0.007	0.057
0.975	1.106	0.006	0.058
1.025	1.099	0.006	0.06
1.075	1.059	0.007	0.059
1.125	1.036	0.003	0.056
1.175	1.022	0.003	0.052
1.225	0.997	0.007	0.055
1.275	0.965	0.006	0.053
1.325	0.961	0.005	0.055
1.375	0.951	0.008	0.053
1.425	0.944	0.006	0.051
1.475	0.926	0.007	0.047
1.525	0.906	0.007	0.052
1.575	0.891	0.007	0.056
1.625	0.894	0.005	0.052
1.675	0.891	0.007	0.051
1.725	0.872	0.005	0.046
1.775	0.845	0.006	0.041
1.825	0.829	0.007	0.041
1.875	0.824	0.006	0.045
1.925	0.794	0.008	0.041
1.975	0.777	0.008	0.039
2.025	0.762	0.003	0.038
2.075	0.747	0.004	0.037
2.125	0.744	0.007	0.038
2.175	0.731	0.007	0.037
2.225	0.728	0.002	0.036
2.275	0.716	0.004	0.035
2.325	0.7	0.004	0.032
2.375	0.685	0.003	0.03
2.425	0.666	0.003	0.028
2.475	0.661	0.003	0.027
2.525	0.653	0.002	0.028
2.575	0.656	0.005	0.032
2.625	0.652	0.004	0.034
2.675	0.637	0.003	0.032
2.725	0.63	0.002	0.032
2.775	0.623	0.008	0.032
2.825	0.613	0.007	0.032
2.875	0.6	0.008	0.031
2.925	0.591	0.003	0.03
2.975	0.588	0.007	0.032
3.025	0.581	0.006	0.032
3.075	0.571	0.007	0.032
3.125	0.571	0.003	0.032
3.175	0.567	0.009	0.034
3.225	0.557	0.003	0.032
3.275	0.551	0.009	0.033
3.325	0.545	0.008	0.032
3.375	0.544	0.009	0.032
3.425	0.536	0.003	0.031
3.475	0.531	0.002	0.032
3.525	0.527	0.01	0.031
3.575	0.518	0.003	0.029
3.625	0.514	0.009	0.033
3.675	0.509	0.005	0.032
3.725	0.508	0.009	0.034
3.775	0.504	0.005	0.033
3.825	0.501	0.003	0.034
3.875	0.498	0.003	0.031
3.925	0.496	0.009	0.034
3.975	0.494	0.002	0.03
4.025	0.494	0.01	0.031
4.075	0.487	0.006	0.034
4.125	0.486	0.003	0.031
4.175	0.486	0.013	0.031
4.225	0.482	0.014	0.031
4.275	0.475	0.01	0.03
4.325	0.474	0.003	0.031
4.375	0.466	0.007	0.034
4.425	0.465	0.008	0.035
4.475	0.459	0.005	0.035
4.525	0.457	0.004	0.029
4.575	0.456	0.011	0.029
4.625	0.456	0.011	0.037
4.675	0.447	0.006	0.03
4.725	0.443	0.004	0.031
4.775	0.441	0.006	0.035
4.825	0.442	0.007	0.035
4.875	0.433	0.006	0.029
4.975	0.43	0.004	0.027
5.025	0.43	0.012	0.026
5.275	0.418	0.01	0.027
5.325	0.419	0.014	0.024
5.375	0.416	0.005	0.024
5.625	0.404	0.003	0.02
5.955	0.374	0.008	0.011
6.915	0.361	0.004	0.01
7.267	0.353	0.004	0.012
7.63	0.343	0.004	0.019
8.021	0.336	0.002	0.012
8.847	0.329	0.003	0.01
9.775	0.313	0.001	0.01
10.762	0.306	0.002	0.007
11.344	0.299	0.005	0.008
13.238	0.287	0.003	0.006
14.689	0.285	0.003	0.01
17.108	0.256	0.003	0.011
19.072	0.257	0.003	0.007
20.108	0.25	0.004	0.008
36.75	0.223	0.003	0.004
64.27	0.206	0.007	0.003
75	0.206	0.006	0.008
86	0.196	0.007	0.007
97.69	0.199	0.005	0.003
