    4.2700    0.8000    0.1909    0.7012  0.130538  0.017726  0.597648  0.031773  0.308903  0.005451   -0.9792
    4.2300    0.8000    0.1928    0.7079  0.100401  0.017911  0.641184  0.032133  0.298486  0.005240   -0.9805
    3.8700    0.8000    0.2111    0.6603  0.124181  0.016121  0.560427  0.025538  0.300814  0.004829   -0.9783
    3.7900    0.8000    0.2157    0.6793  0.106256  0.016745  0.583906  0.026444  0.296800  0.004811   -0.9799
    3.7500    0.8000    0.2180    0.6888  0.110711  0.017112  0.572046  0.026872  0.297366  0.004806   -0.9808
    3.7100    0.8000    0.2204    0.6983  0.115577  0.017157  0.559863  0.026855  0.298015  0.004702   -0.9809
    3.6700    0.8000    0.2229    0.7723  0.109402  0.015499  0.556455  0.025338  0.293177  0.004097   -0.9770
    3.3100    0.8000    0.2477    0.7846  0.133307  0.018657  0.464620  0.028066  0.286030  0.004192   -0.9860
    3.2700    0.8000    0.2508    0.7097  0.082872  0.010947  0.527581  0.013603  0.271862  0.003668   -0.9530
    3.2700    0.8000    0.2508    0.8166  0.125032  0.032903  0.481654  0.043103  0.287304  0.009624   -0.9864
    3.2300    0.8000    0.2540    0.7201  0.115190  0.010398  0.488788  0.012356  0.282432  0.003667   -0.9484
    3.2300    0.8000    0.2540    0.9277  0.062838  0.015734  0.553840  0.024522  0.267908  0.003684   -0.9800
    3.1900    0.8000    0.2573    0.7305  0.105181  0.010569  0.497770  0.012579  0.279346  0.003668   -0.9507
    3.1900    0.8000    0.2573    0.8370  0.120119  0.033482  0.474121  0.043554  0.282266  0.009355   -0.9872
    3.1500    0.8000    0.2606    0.7534  0.109799  0.009192  0.487340  0.011735  0.279787  0.002881   -0.9513
    3.1500    0.8000    0.2606    0.9265  0.086324  0.022049  0.498326  0.036039  0.266797  0.004100   -0.9850
    3.1100    0.8000    0.2641    0.7622  0.104777  0.009479  0.495902  0.012034  0.280361  0.002884   -0.9531
    3.1100    0.8000    0.2641    0.9508  0.110264  0.021876  0.465792  0.035421  0.273725  0.004133   -0.9843
    3.0700    0.8000    0.2676    0.7622  0.108465  0.010383  0.494339  0.012515  0.283383  0.003480   -0.9435
    3.0700    0.8000    0.2676    0.9075  0.129899  0.011360  0.465432  0.011227  0.289283  0.005014   -0.9115
    3.0300    0.8000    0.2712    0.7800  0.115106  0.009433  0.484600  0.011858  0.285415  0.002890   -0.9547
    2.9900    0.8000    0.2749    0.7889  0.107209  0.009719  0.490190  0.012161  0.282580  0.002894   -0.9576
    2.9900    0.8000    0.2749    0.9391  0.116276  0.011717  0.485327  0.011739  0.288493  0.004981   -0.9162
    2.9500    0.8000    0.2788    0.7977  0.117638  0.009903  0.480263  0.012371  0.287160  0.002899   -0.9586
    2.9500    0.8000    0.2788    0.9550  0.112780  0.011866  0.485538  0.011834  0.286660  0.005022   -0.9184
    2.9100    0.8000    0.2827    0.8066  0.109746  0.010195  0.487736  0.012589  0.285201  0.002905   -0.9600
    2.9100    0.8000    0.2827    0.9708  0.104007  0.012024  0.491605  0.011923  0.283417  0.004957   -0.9204
    2.8700    0.8000    0.2868    0.8077  0.117120  0.010893  0.475248  0.012806  0.286226  0.003407   -0.9488
    2.8300    0.8000    0.2909    0.8444  0.108269  0.010288  0.477622  0.012804  0.281615  0.002637   -0.9702
    2.7900    0.8000    0.2952    0.8890  0.119594  0.008000  0.449975  0.009792  0.279153  0.002368   -0.9474
    2.7500    0.8000    0.2997    0.9001  0.112344  0.007903  0.443553  0.009681  0.271744  0.002275   -0.9489
    2.7100    0.8000    0.3042    0.8443  0.108914  0.010991  0.432586  0.012482  0.264665  0.003145   -0.9544
    2.6700    0.8000    0.3089    0.9484  0.086233  0.007656  0.438336  0.009486  0.251900  0.002006   -0.9570
    2.6300    0.8000    0.3138    0.8895  0.089935  0.011342  0.423869  0.012995  0.248695  0.002789   -0.9751
    2.5900    0.8000    0.3188    0.9104  0.093012  0.011311  0.410324  0.012956  0.245442  0.002712   -0.9758
    2.4700    0.8000    0.3348    0.9043  0.081647  0.012206  0.402335  0.012986  0.235218  0.002926   -0.9724
    1.2700    0.8000    0.6725    0.9968  0.017632  0.009151  0.150740  0.004366  0.073634  0.001576   -0.9268
    1.2300    0.8000    0.6959    0.7144  0.058137  0.006923  0.099751  0.002931  0.062898  0.001172   -0.9144
    1.1900    0.8000    0.7210    0.7229  0.041333  0.004676  0.089171  0.002078  0.051768  0.000697   -0.9154
    1.1500    0.8000    0.7479    0.6089  0.030565  0.006676  0.092891  0.004631  0.048633  0.000518   -0.9856
    1.1100    0.8000    0.7770    0.6149  0.035192  0.007769  0.100428  0.005569  0.051262  0.000517   -0.9866
    1.0700    0.8000    0.8084    0.6209  0.055964  0.012973  0.120082  0.008737  0.063518  0.000909   -0.9864
    1.0300    0.8000    0.8424    0.6269  0.093770  0.022476  0.156172  0.014255  0.085832  0.001465   -0.9866
    0.9900    0.8000    0.8795    0.6329  0.134883  0.039815  0.241594  0.023597  0.125366  0.002429   -0.9870
    0.9500    0.8000    0.9199    0.6390  0.200252  0.063206  0.390783  0.035569  0.191084  0.003342   -0.9873
    0.9100    0.8000    0.9643    0.6809  0.499764  0.031860  0.436177  0.015581  0.266310  0.001982   -0.9725
    0.8700    0.8000    1.0131    0.6889  0.488957  0.059838  0.483699  0.024449  0.267528  0.004092   -0.9739
    0.8300    0.8000    1.0672    0.7190  0.446015  0.097005  0.326946  0.035237  0.192000  0.005991   -0.9765
    0.7900    0.8000    1.1273    0.7260  0.372401  0.072637  0.155566  0.024849  0.111944  0.004052   -0.9775
