0.07	0.811	0.29218	0.00555	0.00351
0.08	0.811	0.29394	0.00558	0.00353
0.08	0.893	0.29666	0.00297	0.00326
0.1	0.874	0.29173	0.00554	0.0035
0.175	0.891	0.29186	0.0035	0.00263
0.18	0.824	0.28419	0.00625	0.00313
0.18	0.891	0.29083	0.00349	0.00262
0.225	0.869	0.276	0.00607	0.00304
0.25	0.886	0.26921	0.00431	0.00296
0.1	0.737	0.28387	0.0071	0.00369
0.125	0.737	0.28484	0.00712	0.0037
0.125	0.791	0.29127	0.00728	0.00437
0.14	0.782	0.28977	0.00319	0.00261
0.175	0.789	0.28519	0.00314	0.00257
0.225	0.716	0.27611	0.00525	0.00414
0.25	0.716	0.26973	0.00512	0.00405
0.07	0.903	0.29811	0.00358	0.00388
0.125	0.938	0.3032	0.00334	0.00424
0.14	0.925	0.30118	0.00422	0.00331
0.175	0.997	0.29494	0.00531	0.00354
