0.008	3.46	0.3755	0.0086	0.0124
0.0125	3.25	0.3583	0.014	0.0078
0.025	3.34	0.365	0.0052	0.006
0.035	3.41	0.3696	0.0043	0.0044
0.05	3.44	0.3636	0.0034	0.0036
0.07	3.46	0.3602	0.0042	0.0042
0.09	3.47	0.3423	0.0049	0.0048
0.11	3.47	0.3444	0.006	0.0057
0.14	3.48	0.3337	0.0051	0.007
0.18	3.48	0.3099	0.0061	0.0079
