0.08	1.661	0.32356	0.00615	0.00582
0.08	1.808	0.32638	0.00522	0.00457
0.1	1.665	0.30944	0.00959	0.00897
0.1	1.819	0.32427	0.00389	0.00389
0.125	1.603	0.3173	0.00381	0.0019
0.125	1.83	0.32076	0.00577	0.00481
0.14	1.737	0.31613	0.00443	0.00221
0.175	1.618	0.30037	0.01201	0.00511
0.175	1.737	0.30715	0.0043	0.00215
0.175	1.874	0.30857	0.00339	0.00216
0.18	1.874	0.30697	0.00338	0.00215
0.225	1.73	0.2897	0.0029	0.00203
0.25	1.621	0.27767	0.00361	0.00278
0.25	1.73	0.27881	0.00279	0.00195
0.25	1.848	0.27993	0.00616	0.00392
0.35	1.657	0.23107	0.00162	0.00116
0.35	1.826	0.22624	0.00385	0.00226
0.45	1.699	0.18167	0.00182	0.00109
0.45	1.87	0.16854	0.00472	0.00185
