0.225	4.014	0.2822	0.00282	0.00423
0.225	4.46	0.28576	0.00429	0.00371
0.225	5.001	0.28195	0.00113	0.00395
0.225	5.327	0.28592	0.00801	0.00686
0.225	5.718	0.27963	0.00475	0.00503
0.225	6.088	0.27614	0.00828	0.00635
0.225	7.306	0.27031	0.01541	0.00649
0.25	0.716	0.26973	0.00512	0.00405
0.25	0.886	0.26921	0.00431	0.00296
0.25	1.006	0.27525	0.0011	0.00165
0.25	1.087	0.27463	0.0022	0.00192
0.25	1.303	0.27797	0.00278	0.00222
0.25	1.502	0.27939	0.00084	0.00168
0.25	1.621	0.27767	0.00361	0.00278
0.25	1.73	0.27881	0.00279	0.00195
0.25	1.848	0.27993	0.00616	0.00392
0.25	2.013	0.27825	0.00167	0.00139
0.25	2.252	0.27485	0.0044	0.00302
0.25	2.496	0.27933	0.00112	0.00279
0.25	2.819	0.2741	0.00329	0.00219
0.25	3.021	0.27553	0.00303	0.00358
0.25	3.294	0.2773	0.0036	0.00333
0.25	3.545	0.26818	0.00215	0.00322
0.25	4.014	0.26889	0.00269	0.00403
0.25	4.329	0.27097	0.00298	0.00298
0.25	4.959	0.2685	0.00107	0.00376
0.25	5.384	0.26652	0.00267	0.00373
0.25	5.863	0.26597	0.00293	0.00452
0.25	6.264	0.27369	0.00575	0.00493
0.25	6.746	0.26482	0.0045	0.00477
0.25	7.471	0.26469	0.00556	0.00529
0.25	8.22	0.2609	0.00861	0.00626
0.275	0.905	0.26169	0.00628	0.00288
0.275	1.071	0.26475	0.00185	0.00185
0.275	1.348	0.26768	0.00482	0.00294
0.275	1.461	0.26848	0.00483	0.00295
0.275	1.602	0.26594	0.00372	0.00213
0.275	1.917	0.26374	0.0029	0.00211
0.275	2.111	0.26575	0.00372	0.00213
0.275	2.348	0.26346	0.00395	0.00263
0.275	2.531	0.26456	0.0037	0.00344
0.275	3.092	0.26221	0.00656	0.00236
0.275	3.319	0.26955	0.00728	0.00431
0.275	3.53	0.25475	0.00229	0.0028
0.275	4.305	0.25656	0.00359	0.00257
0.275	4.757	0.25682	0.00257	0.00334
0.275	5.29	0.25128	0.00226	0.00327
0.275	6.073	0.25531	0.00357	0.00409
0.275	6.746	0.24944	0.00424	0.00449
0.275	7.502	0.25056	0.00551	0.00501
0.275	8.22	0.24514	0.00809	0.00588
0.35	1.145	0.23452	0.00211	0.00141
0.35	1.391	0.23332	0.00303	0.00233
0.35	1.5	0.23091	0.00092	0.00139
0.35	1.657	0.23107	0.00162	0.00116
0.35	1.826	0.22624	0.00385	0.00226
0.35	2.011	0.22402	0.00202	0.00112
0.35	2.18	0.2246	0.0018	0.00112
0.35	2.5	0.22192	0.00089	0.00111
0.35	2.788	0.21387	0.00342	0.00257
0.35	3.082	0.21695	0.00174	0.00174
0.35	3.357	0.21405	0.00535	0.00193
0.35	3.745	0.21021	0.0021	0.00189
0.35	4.159	0.21254	0.00149	0.00191
0.35	5.015	0.20805	0.00062	0.00187
0.35	5.84	0.20636	0.00165	0.00248
0.35	6.407	0.20162	0.00161	0.00222
0.35	7.374	0.19905	0.00159	0.00318
0.35	8.126	0.19602	0.00216	0.00314
0.35	9.314	0.19078	0.00305	0.00362
0.35	10.006	0.1942	0.00233	0.0033
0.35	10.956	0.18993	0.00456	0.00456
0.45	1.699	0.18167	0.00182	0.00109
0.45	1.87	0.16854	0.00472	0.00185
0.45	2.003	0.17508	0.00175	0.00123
0.45	2.291	0.16866	0.00118	0.00084
0.45	2.444	0.16424	0.00148	0.00131
0.45	2.654	0.16222	0.00227	0.00146
0.45	3.364	0.15763	0.00126	0.00126
0.45	3.804	0.15674	0.00376	0.00141
0.45	4.586	0.14982	0.0015	0.00135
0.45	4.97	0.14674	0.00103	0.00132
0.45	5.299	0.14508	0.00145	0.00145
0.45	5.683	0.14281	0.00129	0.00114
0.45	6.075	0.14607	0.00278	0.00204
0.45	6.508	0.14128	0.00141	0.00155
0.45	7.11	0.13928	0.00084	0.00139
0.45	7.837	0.13947	0.00265	0.00237
0.45	8.434	0.13379	0.0012	0.00174
0.45	9.05	0.13456	0.00135	0.00202
0.45	9.833	0.13101	0.00092	0.0017
0.45	10.688	0.12915	0.00103	0.00232
0.45	11.612	0.12921	0.00142	0.00258
0.45	12.749	0.12642	0.00152	0.00278
0.45	15.019	0.13258	0.00941	0.00902
0.45	16.388	0.13587	0.00625	0.00815
0.55	2.494	0.11901	0.00048	0.00071
0.55	2.767	0.11571	0.00162	0.00104
0.55	3.47	0.10544	0.00116	0.00127
0.55	3.74	0.1027	0.00205	0.00103
0.55	4.071	0.10069	0.00081	0.00081
0.55	4.995	0.09359	0.00037	0.00066
0.55	5.327	0.09261	0.00148	0.00102
0.55	5.77	0.09144	0.00091	0.00101
0.55	6.253	0.08865	0.00089	0.0008
0.55	7.503	0.08487	0.00042	0.00076
0.55	8.38	0.08177	0.00082	0.00106
0.55	9.023	0.08413	0.00135	0.00143
0.55	9.909	0.0785	0.00039	0.00094
0.55	10.715	0.0776	0.00062	0.00116
0.55	11.858	0.0762	0.00061	0.0013
0.55	12.879	0.07372	0.00074	0.0014
0.55	14.118	0.07208	0.00058	0.00151
0.55	15.549	0.07053	0.00176	0.00197
0.55	16.706	0.06426	0.00713	0.00475
0.55	17.886	0.07179	0.00266	0.00402
0.55	19.512	0.06892	0.00214	0.00351
0.65	4.149	0.06204	0.00149	0.00087
0.65	4.407	0.05975	0.00072	0.0006
0.65	5.01	0.05575	0.0005	0.00039
0.65	5.715	0.05284	0.00074	0.00058
0.65	6.271	0.05018	0.00045	0.0005
0.65	6.779	0.04943	0.00044	0.00064
0.65	7.981	0.04493	0.0004	0.00049
0.65	8.608	0.04346	0.00035	0.00043
0.65	9.748	0.04185	0.00033	0.00046
0.65	10.604	0.04074	0.00033	0.00053
0.65	11.531	0.03871	0.00039	0.0007
0.65	13.173	0.03788	0.0003	0.00061
0.65	14.198	0.03804	0.00068	0.0011
0.65	15.243	0.03529	0.00025	0.00064
0.65	16.888	0.03414	0.00055	0.00089
0.65	18.281	0.03277	0.00085	0.00161
0.65	20.633	0.03437	0.00113	0.00182
0.65	22.211	0.03234	0.00065	0.00158
0.75	5.0	0.02917	0.00023	0.00058
0.75	6.058	0.02635	0.00045	0.0004
0.75	6.658	0.02425	0.00029	0.00027
0.75	7.302	0.02251	0.00025	0.00034
0.75	7.961	0.0216	0.00063	0.0005
0.75	8.902	0.02011	0.00016	0.00026
0.75	10.188	0.01853	0.00017	0.00024
0.75	11.568	0.01687	0.00017	0.00022
0.75	13.068	0.01607	0.00016	0.00029
0.75	14.468	0.01488	0.00016	0.00028
0.75	15.706	0.01464	0.00035	0.00032
0.75	16.962	0.0138	0.00015	0.00033
0.75	18.423	0.01378	0.00021	0.00037
0.75	19.937	0.01329	0.00041	0.0007
0.75	21.562	0.01168	0.00042	0.00072
0.75	24.37	0.01135	0.00037	0.00062
0.75	26.728	0.01122	0.00034	0.00074
0.85	10.035	0.00645	0.0001	0.00032
0.85	11.076	0.00572	0.00015	0.00025
0.85	12.177	0.00532	0.00011	0.00018
0.85	13.949	0.00491	9.0e-05	0.00016
0.85	15.449	0.00465	6.0e-05	0.00013
0.85	16.641	0.00413	9.0e-05	0.00013
0.85	18.463	0.00395	5.0e-05	0.00012
0.85	19.992	0.00399	8.0e-05	0.00015
0.85	23.403	0.00324	9.0e-05	0.00025
0.85	29.089	0.0028	8.0e-05	0.00022


https://www.hepdata.net/record/ins280954
