0.07	0.586	0.2567	0.00616	0.00385
0.07	0.811	0.29218	0.00555	0.00351
0.07	0.903	0.29811	0.00358	0.00388
0.07	1.117	0.30859	0.00401	0.00401
0.07	1.274	0.32001	0.00512	0.0048
0.07	1.523	0.32882	0.00789	0.00921
0.07	1.658	0.33331	0.00833	0.00433
0.07	2.009	0.34032	0.01123	0.00817
0.08	0.582	0.26223	0.00367	0.00288
0.08	0.662	0.27289	0.00464	0.00355
0.08	0.811	0.29394	0.00558	0.00353
0.08	0.893	0.29666	0.00297	0.00326
0.08	1.012	0.30506	0.00336	0.00275
0.08	1.117	0.30927	0.00402	0.00402
0.08	1.24	0.31788	0.00381	0.00318
0.08	1.44	0.3214	0.00803	0.00321
0.08	1.532	0.3191	0.00542	0.00638
0.08	1.661	0.32356	0.00615	0.00582
0.08	1.808	0.32638	0.00522	0.00457
0.08	1.993	0.33272	0.00333	0.00599
0.08	2.146	0.34034	0.00953	0.00783
0.08	2.419	0.33354	0.00667	0.00734
0.1	0.579	0.26781	0.00482	0.00375
0.1	0.617	0.27344	0.0052	0.00383
0.1	0.662	0.27599	0.00304	0.00331
0.1	0.737	0.28387	0.0071	0.00369
0.1	0.874	0.29173	0.00554	0.0035
0.1	0.995	0.30581	0.00306	0.00398
0.1	1.077	0.30458	0.00548	0.00305
0.1	1.178	0.30981	0.00465	0.00279
0.1	1.292	0.31491	0.00567	0.00315
0.1	1.417	0.31963	0.00575	0.0032
0.1	1.536	0.31382	0.00659	0.00659
0.1	1.665	0.30944	0.00959	0.00897
0.1	1.819	0.32427	0.00389	0.00389
0.1	1.992	0.32658	0.00261	0.00425
0.1	2.145	0.33293	0.00766	0.00732
0.1	2.368	0.32488	0.00455	0.00715
0.1	2.945	0.33458	0.00669	0.0097
0.1	3.341	0.34519	0.01243	0.01243
0.125	0.617	0.27505	0.00523	0.00385
0.125	0.661	0.27839	0.00334	0.00306
0.125	0.737	0.28484	0.00712	0.0037
0.125	0.791	0.29127	0.00728	0.00437
0.125	0.938	0.3032	0.00334	0.00424
0.125	1.116	0.30339	0.00334	0.00212
0.125	1.271	0.31194	0.00374	0.00218
0.125	1.378	0.31754	0.00445	0.00286
0.125	1.603	0.3173	0.00381	0.0019
0.125	1.83	0.32076	0.00577	0.00481
0.125	2.004	0.32111	0.00257	0.00321
0.125	2.227	0.3173	0.00317	0.00381
0.125	2.577	0.32097	0.00449	0.00706
0.125	2.822	0.33336	0.00467	0.00733
0.125	3.017	0.32594	0.00652	0.0101
0.125	3.35	0.33784	0.00709	0.00878
0.125	3.718	0.32293	0.01001	0.01033
0.125	5.0	0.33467	0.00234	0.00703
0.14	0.658	0.27972	0.00531	0.00364
0.14	0.782	0.28977	0.00319	0.00261
0.14	0.925	0.30118	0.00422	0.00331
0.14	1.137	0.30287	0.00485	0.00303
0.14	1.287	0.30563	0.00306	0.00245
0.14	1.374	0.31622	0.00538	0.00316
0.14	1.604	0.31413	0.00346	0.0022
0.14	1.737	0.31613	0.00443	0.00221
0.14	2.009	0.31964	0.00352	0.00384
0.14	2.19	0.31341	0.00376	0.00282
0.14	2.368	0.32019	0.0032	0.0032
0.14	2.577	0.31649	0.00443	0.00696
0.14	2.796	0.32828	0.00558	0.00722
0.14	2.998	0.3222	0.00548	0.00805
0.14	3.311	0.33323	0.006	0.00633
0.14	3.766	0.32006	0.0064	0.00704
0.14	4.176	0.31132	0.00872	0.00841
0.14	5.0	0.32716	0.00229	0.00687
0.175	0.692	0.28493	0.00541	0.00399
0.175	0.789	0.28519	0.00314	0.00257
0.175	0.891	0.29186	0.0035	0.00263
0.175	0.997	0.29494	0.00531	0.00354
0.175	1.096	0.29921	0.00509	0.00449
0.175	1.287	0.29818	0.00328	0.00239
0.175	1.406	0.29719	0.00297	0.00238
0.175	1.5	0.30582	0.0055	0.00306
0.175	1.618	0.30037	0.01201	0.00511
0.175	1.737	0.30715	0.0043	0.00215
0.175	1.874	0.30857	0.00339	0.00216
0.175	2.211	0.31798	0.01526	0.00731
0.175	2.378	0.30887	0.0034	0.00309
0.175	2.571	0.30852	0.00278	0.00339
0.175	2.74	0.30853	0.00494	0.00525
0.175	2.994	0.30949	0.00526	0.00557
0.175	3.256	0.31533	0.00347	0.00599
0.175	3.542	0.3096	0.00372	0.00619
0.175	3.804	0.30734	0.00768	0.00553
0.175	4.175	0.31174	0.00343	0.00623
0.175	4.594	0.30404	0.00699	0.00699
0.175	5.202	0.30669	0.00429	0.00644
0.18	0.692	0.28413	0.0054	0.00398
0.18	0.824	0.28419	0.00625	0.00313
0.18	0.891	0.29083	0.00349	0.00262
0.18	0.997	0.29381	0.00529	0.00353
0.18	1.096	0.298	0.00507	0.00447
0.18	1.24	0.30196	0.00544	0.00332
0.18	1.406	0.29582	0.00296	0.00237
0.18	1.5	0.30438	0.00548	0.00304
0.18	1.874	0.30697	0.00338	0.00215
0.18	2.571	0.30665	0.00276	0.00337
0.18	2.74	0.3066	0.00491	0.00521
0.18	3.013	0.31271	0.00844	0.00438
0.18	3.254	0.3125	0.00375	0.00625
0.18	3.542	0.30739	0.00369	0.00615
0.18	4.174	0.31328	0.00376	0.00595
0.18	4.594	0.30161	0.00694	0.00694
0.18	5.202	0.30411	0.00426	0.00639
0.225	0.716	0.27611	0.00525	0.00414
0.225	0.869	0.276	0.00607	0.00304
0.225	1.002	0.28398	0.00114	0.0017
0.225	1.289	0.28739	0.00345	0.00259
0.225	1.505	0.28988	0.00087	0.00145
0.225	1.73	0.2897	0.0029	0.00203
0.225	2.013	0.29131	0.00233	0.00175
0.225	2.218	0.28633	0.0063	0.00429
0.225	2.5	0.29184	0.00146	0.00292
0.225	2.819	0.28632	0.00344	0.00229
0.225	3.004	0.28802	0.00346	0.00461
0.225	3.287	0.28831	0.00404	0.00317
0.225	3.615	0.28063	0.00589	0.00505
