    4.2300    1.7500    0.3432    1.6541  0.085475  0.010016  0.319601  0.006948  0.246486  0.005048   -0.8860
    4.1500    1.7500    0.3486    1.6148  0.079499  0.010190  0.318036  0.007035  0.242046  0.004983   -0.8925
    4.1100    1.7500    0.3514    1.7098  0.072017  0.010175  0.319912  0.007010  0.237836  0.004934   -0.8931
    3.9900    1.7500    0.3601    1.7509  0.051307  0.022403  0.315388  0.008405  0.220866  0.013704   -0.8788
    3.9500    1.7500    0.3631    1.7748  0.068959  0.022482  0.305128  0.008439  0.229551  0.013717   -0.8791
    3.8300    1.7500    0.3724    1.6988  0.052563  0.008564  0.303299  0.005504  0.217672  0.004027   -0.9052
    3.7900    1.7500    0.3756    1.9601  0.068095  0.006455  0.293828  0.004945  0.225012  0.002699   -0.9025
    3.7500    1.7500    0.3788    1.8019  0.068757  0.009154  0.285600  0.006423  0.221306  0.003974   -0.9254
    3.7100    1.7500    0.3821    1.8207  0.063275  0.009317  0.288507  0.006402  0.219325  0.003900   -0.9279
    3.6700    1.7500    0.3855    1.8395  0.058669  0.009177  0.283829  0.006381  0.213640  0.003826   -0.9291
    3.6300    1.7500    0.3889    1.8582  0.048078  0.009242  0.287829  0.006358  0.208521  0.003751   -0.9306
    3.5500    1.7500    0.3960    1.9928  0.066696  0.006998  0.269619  0.005080  0.213033  0.002641   -0.9313
    3.5100    1.7500    0.3996    1.9144  0.061765  0.009445  0.265775  0.006504  0.207470  0.003735   -0.9340
    3.4300    1.7500    0.4070    1.9518  0.045675  0.009480  0.266428  0.006563  0.196871  0.003688   -0.9369
    3.3900    1.7500    0.4108    1.9706  0.053313  0.009555  0.260246  0.006535  0.199331  0.003610   -0.9358
    3.3500    1.7500    0.4147    1.9894  0.041835  0.009528  0.260895  0.006508  0.191745  0.003643   -0.9376
    3.0300    1.7500    0.4488    1.9102  0.036885  0.011540  0.241125  0.007680  0.180307  0.003563   -0.9773
    2.9100    1.7500    0.4630    1.6748  0.054800  0.010112  0.223150  0.008101  0.182632  0.002312   -0.9735
    2.7900    1.7500    0.4782    1.6602  0.033318  0.014702  0.222582  0.011896  0.168562  0.002673   -0.9887
    2.6300    1.7500    0.5001    1.7524  0.046558  0.013917  0.185060  0.011021  0.154094  0.002303   -0.9900
    2.5900    1.7500    0.5058    1.5474  0.035280  0.021168  0.187442  0.013070  0.148510  0.005301   -0.9926
    2.5900    1.7500    0.5058    1.7636  0.039377  0.013696  0.182615  0.010819  0.147960  0.002216   -0.9903
    2.5500    1.7500    0.5117    1.6698  0.030906  0.009406  0.183919  0.006829  0.143524  0.001820   -0.9855
    2.5100    1.7500    0.5178    1.5027  0.057925  0.006250  0.163302  0.003397  0.147418  0.002186   -0.9166
    2.4300    1.7500    0.5304    1.8900  0.045695  0.009768  0.162873  0.006407  0.139549  0.002165   -0.9747
    2.3500    1.7500    0.5435    1.5721  0.041752  0.006245  0.158111  0.003326  0.133902  0.002066   -0.9214
    2.2700    1.7500    0.5574    1.9607  0.033195  0.008675  0.157452  0.005778  0.128528  0.001598   -0.9841
    2.1900    1.7500    0.5720    1.7074  0.034709  0.004570  0.142588  0.002788  0.119310  0.001168   -0.9298
    2.1500    1.7500    0.5795    1.8155  0.043373  0.004483  0.130163  0.002656  0.115882  0.001147   -0.9275
    2.0700    1.7500    0.5953    1.8954  0.012615  0.011527  0.140263  0.008070  0.104614  0.001964   -0.9711
    1.9900    1.7500    0.6120    1.5665  0.034483  0.005671  0.106684  0.003115  0.094126  0.001164   -0.9570
    1.9900    1.7500    0.6120    1.7926  0.032096  0.004498  0.108752  0.002391  0.094190  0.001231   -0.9208
    1.9500    1.7500    0.6206    1.6387  0.028375  0.005504  0.103053  0.003153  0.088084  0.001122   -0.9584
    1.9500    1.7500    0.6206    1.8194  0.021628  0.009728  0.110461  0.006072  0.089323  0.001563   -0.9842
    1.9100    1.7500    0.6296    1.8205  0.026482  0.003414  0.100986  0.001922  0.085372  0.000835   -0.9321
    1.8700    1.7500    0.6388    1.6670  0.024947  0.005394  0.098092  0.003045  0.082607  0.001044   -0.9618
    1.8300    1.7500    0.6482    1.8562  0.032855  0.005160  0.092419  0.002327  0.082748  0.001606   -0.9162
    1.7100    1.7500    0.6784    1.5762  0.025919  0.015734  0.091576  0.009067  0.077963  0.001491   -0.9956
    1.7100    1.7500    0.6784    1.9244  0.022451  0.005198  0.094874  0.002282  0.078388  0.001477   -0.9233
    1.6700    1.7500    0.6891    1.6943  0.011498  0.015459  0.099242  0.009201  0.075875  0.001435   -0.9959
    1.6300    1.7500    0.7001    1.7518  0.011414  0.014118  0.101212  0.008618  0.077116  0.001202   -0.9963
    1.5900    1.7500    0.7115    1.7634  0.014046  0.014349  0.097560  0.008638  0.075688  0.001214   -0.9963
    1.5500    1.7500    0.7232    1.7751  0.024527  0.014920  0.091509  0.008872  0.076357  0.001228   -0.9962
    1.4300    1.7500    0.7610    1.7707  0.024224  0.017069  0.075767  0.009342  0.064477  0.001530   -0.9949
    1.3100    1.7500    0.8029    1.8184  0.014785  0.004714  0.052929  0.001940  0.043407  0.000845   -0.9591
    1.1900    1.7500    0.8497    1.7188  0.007567  0.002813  0.039425  0.001265  0.030361  0.000393   -0.9630
    1.1500    1.7500    0.8665    1.9351  0.010590  0.002648  0.037841  0.001161  0.030358  0.000331   -0.9780
    1.1100    1.7500    0.8840    1.8925  0.017174  0.003388  0.040015  0.001349  0.034190  0.000433   -0.9698
    1.0700    1.7500    0.9022    1.8853  0.019883  0.013883  0.045509  0.006196  0.038581  0.000869   -0.9959
    1.0300    1.7500    0.9212    1.9407  0.015957  0.005791  0.060193  0.002171  0.047039  0.000688   -0.9665
    0.9900    1.7500    0.9410    1.9777  0.010602  0.008091  0.079250  0.002835  0.057988  0.000971   -0.9646
    0.9500    1.7500    0.9617    1.7882  0.073573  0.026337  0.073943  0.011449  0.075216  0.001558   -0.9966
    0.9100    1.7500    0.9833    1.9363  0.076808  0.026295  0.088907  0.010968  0.084708  0.001102   -0.9981
    0.8700    1.7500    1.0060    1.9739  0.065603  0.031395  0.096192  0.012517  0.084813  0.001403   -0.9968
    0.8300    1.7500    1.0296    1.9617  0.042795  0.038373  0.087778  0.014302  0.071313  0.002217   -0.9942
    0.7500    1.7500    1.0805    1.9872 -0.003317  0.028335  0.059157  0.009755  0.037944  0.001624   -0.9927
