    4.2700    3.2500    0.4895    3.1311  0.033944  0.007522  0.150832  0.002828  0.144288  0.004404   -0.8476
    4.1900    3.2500    0.4955    3.1830  0.050288  0.007529  0.138298  0.002805  0.148155  0.004389   -0.8452
    4.1500    3.2500    0.4985    3.1377  0.039028  0.007447  0.142039  0.002835  0.142448  0.004314   -0.8469
    4.1100    3.2500    0.5016    3.2349  0.028669  0.011606  0.142615  0.003176  0.134925  0.007159   -0.8578
    4.0700    3.2500    0.5047    3.0151  0.036428  0.006012  0.136655  0.002660  0.136754  0.003291   -0.8690
    4.0300    3.2500    0.5078    3.0387  0.035890  0.006086  0.135910  0.002603  0.136019  0.003228   -0.8696
    3.9900    3.2500    0.5110    3.0623  0.039703  0.005983  0.130054  0.002545  0.134733  0.003164   -0.8697
    3.9500    3.2500    0.5143    3.1545  0.041273  0.005706  0.129321  0.002287  0.135644  0.003085   -0.8526
    3.6300    3.2500    0.5417    3.0947  0.024938  0.008558  0.117034  0.003594  0.114984  0.003848   -0.9601
    3.5100    3.2500    0.5528    3.0550  0.041937  0.008009  0.105378  0.003060  0.119203  0.003869   -0.9354
    3.3500    3.2500    0.5682    3.3007  0.029508  0.009151  0.099278  0.003597  0.105459  0.003883   -0.9581
    3.3100    3.2500    0.5722    3.0260  0.024359  0.008238  0.099041  0.003887  0.101510  0.003087   -0.9697
    3.2700    3.2500    0.5763    3.4021  0.019135  0.007719  0.097675  0.002713  0.097023  0.003522   -0.9387
    3.1900    3.2500    0.5846    3.2351  0.029263  0.004563  0.091453  0.001686  0.099360  0.002186   -0.8959
    3.1100    3.2500    0.5931    3.1361  0.028005  0.003571  0.089073  0.001408  0.096855  0.001617   -0.8885
    3.0700    3.2500    0.5975    3.3033  0.021737  0.004739  0.088992  0.001648  0.092347  0.002252   -0.8962
    2.9900    3.2500    0.6064    3.1988  0.028973  0.004958  0.081951  0.001845  0.091742  0.002149   -0.9265
    2.9500    3.2500    0.6109    3.2200  0.021443  0.004918  0.082853  0.001867  0.087397  0.002071   -0.9276
    2.9100    3.2500    0.6156    3.2508  0.024610  0.003101  0.079638  0.001201  0.086933  0.001300   -0.9020
    2.8700    3.2500    0.6203    3.3863  0.033216  0.006039  0.074297  0.002055  0.088454  0.002555   -0.9374
    2.6700    3.2500    0.6449    3.3277  0.026038  0.002719  0.065557  0.001047  0.076167  0.001141   -0.9035
    2.6300    3.2500    0.6500    3.2086  0.020305  0.002929  0.065360  0.001073  0.072253  0.001274   -0.8905
    2.5900    3.2500    0.6553    3.2299  0.021355  0.002867  0.062543  0.000988  0.070422  0.001189   -0.8933
    2.5500    3.2500    0.6606    3.0741  0.019451  0.002805  0.060584  0.001079  0.067555  0.001195   -0.8561
    2.4300    3.2500    0.6771    3.0012  0.016863  0.002681  0.055890  0.001025  0.061888  0.001148   -0.8610
    2.3500    3.2500    0.6886    3.4230  0.018504  0.002992  0.052521  0.001001  0.059965  0.001199   -0.8893
    2.2300    3.2500    0.7066    3.0850  0.016465  0.002352  0.047009  0.000809  0.053798  0.001010   -0.8529
    2.1900    3.2500    0.7128    3.2008  0.016304  0.002329  0.044767  0.000775  0.051672  0.000975   -0.8524
    1.9500    3.2500    0.7524    3.0704  0.014522  0.002151  0.032281  0.000711  0.039158  0.000820   -0.8827
    1.8300    3.2500    0.7739    3.2712  0.009826  0.002026  0.029409  0.000710  0.033575  0.000607   -0.9062
    1.6300    3.2500    0.8126    3.2533  0.008116  0.001804  0.023557  0.000601  0.027052  0.000501   -0.9177
    1.5500    3.2500    0.8292    3.1643  0.002947  0.002757  0.023394  0.001029  0.023912  0.000664   -0.9545
    1.5100    3.2500    0.8377    3.3136  0.006951  0.002697  0.020792  0.001050  0.023805  0.000624   -0.9541
    1.2300    3.2500    0.9029    3.4639  0.005133  0.001897  0.012178  0.000689  0.014452  0.000445   -0.9597
    1.1900    3.2500    0.9130    3.4812  0.006102  0.001808  0.011239  0.000695  0.014097  0.000336   -0.9619
    0.9100    3.2500    0.9910    3.1857  0.005076  0.003008  0.019399  0.001130  0.021117  0.000476   -0.9867
    0.4300    3.2500    1.1609    3.0695  0.001682  0.000467  0.001807  0.000095  0.002364  0.000099   -0.9650
    0.3900    3.2500    1.1777    3.0852  0.001615  0.000760  0.001348  0.000289  0.001891  0.000100   -0.9867
