    4.1900    1.2500    0.2741    1.0217  0.092266  0.012618  0.454653  0.012643  0.281579  0.005564   -0.9185
    3.7900    1.2500    0.3005    1.4603  0.087402  0.010912  0.416277  0.010207  0.269287  0.004362   -0.9548
    3.7100    1.2500    0.3064    1.0660  0.085467  0.017625  0.406713  0.017896  0.264558  0.005444   -0.9781
    3.7100    1.2500    0.3064    1.4927  0.078137  0.010593  0.416061  0.010121  0.263513  0.004099   -0.9562
    3.6300    1.2500    0.3125    1.4180  0.080790  0.010112  0.402783  0.010957  0.260929  0.003270   -0.9620
    3.5900    1.2500    0.3157    1.0996  0.083246  0.018148  0.392378  0.018209  0.258285  0.005379   -0.9819
    3.1500    1.2500    0.3551    1.2750  0.114736  0.022123  0.318918  0.018898  0.251854  0.006965   -0.9830
    3.0700    1.2500    0.3634    1.3532  0.069268  0.014225  0.344828  0.013776  0.233097  0.003549   -0.9807
    3.0300    1.2500    0.3677    1.0142  0.095755  0.007167  0.318704  0.006132  0.238507  0.002380   -0.9190
    2.9100    1.2500    0.3811    1.2972  0.051243  0.013217  0.359894  0.012622  0.231080  0.003065   -0.9798
    2.8300    1.2500    0.3907    1.0544  0.096474  0.007906  0.299670  0.006051  0.230837  0.002927   -0.8907
    2.8300    1.2500    0.3907    1.4840  0.055462  0.012706  0.337602  0.011701  0.223244  0.002917   -0.9858
    2.7900    1.2500    0.3956    1.4231  0.041557  0.023624  0.343090  0.019294  0.217050  0.006317   -0.9879
    2.7500    1.2500    0.4007    1.3066  0.065797  0.023805  0.319016  0.020018  0.221309  0.006167   -0.9766
    2.7100    1.2500    0.4059    1.3232  0.064991  0.011312  0.291504  0.007170  0.206022  0.004355   -0.9244
    2.6700    1.2500    0.4112    1.4102  0.017369  0.022910  0.320632  0.019222  0.189971  0.005635   -0.9788
    2.6300    1.2500    0.4167    1.2081  0.069702  0.006310  0.269785  0.004806  0.197701  0.002449   -0.8510
    2.5900    1.2500    0.4223    1.3413  0.073601  0.008903  0.260148  0.005334  0.195266  0.003665   -0.8652
    2.5500    1.2500    0.4281    1.2430  0.062843  0.006284  0.263342  0.004768  0.190126  0.002292   -0.8592
    2.5100    1.2500    0.4341    1.0860  0.067712  0.007544  0.253268  0.005876  0.187707  0.002301   -0.9147
    2.4700    1.2500    0.4402    1.2780  0.062974  0.006277  0.258478  0.004726  0.187910  0.002132   -0.8689
    2.4300    1.2500    0.4465    1.2955  0.060746  0.006238  0.261007  0.004806  0.188175  0.002051   -0.8755
    2.3100    1.2500    0.4665    1.3789  0.046708  0.030632  0.251772  0.009439  0.174641  0.013867   -0.9535
    2.2700    1.2500    0.4735    1.0872  0.050274  0.022515  0.252976  0.020498  0.177561  0.002352   -0.9957
    2.2700    1.2500    0.4735    1.4965  0.055538  0.008744  0.241384  0.005109  0.174128  0.003043   -0.8867
    2.0700    1.2500    0.5124    1.3358  0.038406  0.007910  0.195769  0.005241  0.137322  0.002106   -0.9269
    1.1500    1.2500    0.8226    1.1368  0.010856  0.002383  0.062902  0.001099  0.039184  0.000384   -0.9350
    1.1100    1.2500    0.8448    1.1474  0.016070  0.003249  0.066463  0.001387  0.042435  0.000481   -0.9294
    1.0700    1.2500    0.8683    1.1581  0.022599  0.005168  0.078741  0.002128  0.050772  0.000766   -0.9309
    1.0300    1.2500    0.8931    1.1688  0.030492  0.008324  0.104241  0.003413  0.066413  0.001142   -0.9323
    0.9900    1.2500    0.9194    1.1795  0.054851  0.014569  0.133134  0.005145  0.088419  0.002173   -0.9323
    0.9100    1.2500    0.9768    1.2009  0.083062  0.014081  0.229680  0.004791  0.143789  0.001788   -0.9346
    0.8700    1.2500    1.0084    1.2115  0.150958  0.020888  0.214820  0.006277  0.151291  0.002669   -0.9388
    0.8300    1.2500    1.0420    1.2222  0.100278  0.031796  0.185160  0.009215  0.119727  0.003890   -0.9393
    0.7900    1.2500    1.0779    1.2329  0.104633  0.022746  0.116009  0.006864  0.083073  0.002472   -0.9356
    0.7500    1.2500    1.1164    1.2436  0.077192  0.016725  0.072619  0.004775  0.053097  0.001697   -0.9370
    0.7100    1.2500    1.1578    1.2543  0.049286  0.011668  0.046403  0.003207  0.032797  0.001100   -0.9378
    0.6700    1.2500    1.2023    1.2650  0.024418  0.008241  0.032614  0.002208  0.020301  0.000697   -0.9385
    0.6300    1.2500    1.2504    1.2756  0.019474  0.005740  0.019368  0.001498  0.012494  0.000492   -0.9394
    0.5900    1.2500    1.3026    1.1070  0.010215  0.004480  0.013568  0.001223  0.007872  0.000363   -0.9430
