    3.7900    3.7500    0.5631    3.5611  0.032220  0.006013  0.093244  0.001734  0.105953  0.003526   -0.8693
    3.7500    3.7500    0.5665    3.5884  0.035631  0.006014  0.090593  0.001756  0.106505  0.003469   -0.8694
    3.7100    3.7500    0.5699    3.6159  0.037214  0.006017  0.087776  0.001686  0.105376  0.003506   -0.8698
    3.5900    3.7500    0.5805    3.6983  0.028149  0.006018  0.084653  0.001755  0.096084  0.003330   -0.8769
    3.4700    3.7500    0.5915    3.7166  0.023551  0.006084  0.080776  0.001771  0.089682  0.003354   -0.8759
    3.4300    3.7500    0.5953    3.7440  0.026610  0.006079  0.078071  0.001795  0.089781  0.003292   -0.8761
    3.3900    3.7500    0.5991    3.8355  0.036231  0.006091  0.072473  0.001668  0.091858  0.003210   -0.8758
    2.9900    3.7500    0.6400    4.0651  0.021813  0.006387  0.061875  0.001889  0.072853  0.002992   -0.8953
    2.9500    3.7500    0.6444    4.0914  0.022563  0.006254  0.059290  0.001797  0.071084  0.002913   -0.8958
    2.7900    3.7500    0.6626    3.6253  0.016189  0.004838  0.056327  0.001871  0.064353  0.001987   -0.9466
    2.7500    3.7500    0.6673    3.5440  0.016182  0.003468  0.053674  0.001163  0.061859  0.001642   -0.8978
    2.7100    3.7500    0.6721    3.6061  0.013725  0.005435  0.053567  0.002128  0.060115  0.001969   -0.9653
    2.5500    3.7500    0.6919    3.8259  0.015369  0.005437  0.044715  0.002189  0.053314  0.001863   -0.9611
    2.5100    3.7500    0.6971    3.7866  0.017776  0.004699  0.042951  0.001632  0.053281  0.001729   -0.9476
    2.4700    3.7500    0.7023    3.8096  0.013564  0.004660  0.043184  0.001653  0.050657  0.001747   -0.9486
    2.4300    3.7500    0.7076    3.9688  0.013297  0.004660  0.041666  0.001577  0.049158  0.001657   -0.9488
    2.3900    3.7500    0.7130    3.6622  0.013206  0.002280  0.040277  0.000762  0.047817  0.000960   -0.9040
    2.3500    3.7500    0.7184    3.9433  0.010191  0.005488  0.039792  0.002112  0.045452  0.001748   -0.9601
    2.3100    3.7500    0.7240    3.7043  0.011488  0.002239  0.038115  0.000780  0.044644  0.000881   -0.9049
    2.2700    3.7500    0.7296    3.6140  0.014762  0.002583  0.035248  0.000740  0.044156  0.001125   -0.9081
    2.2300    3.7500    0.7353    3.8730  0.011723  0.005163  0.035336  0.001820  0.042251  0.001694   -0.9677
    2.1900    3.7500    0.7412    3.8953  0.009596  0.005016  0.033626  0.001736  0.039184  0.001606   -0.9674
    2.1500    3.7500    0.7471    3.6455  0.012111  0.001971  0.031409  0.000564  0.038762  0.000855   -0.8959
    2.1100    3.7500    0.7531    3.6668  0.012740  0.001901  0.029891  0.000571  0.037716  0.000768   -0.8959
    2.0700    3.7500    0.7592    3.5907  0.012798  0.001997  0.027931  0.000546  0.035862  0.000832   -0.8942
    1.9500    3.7500    0.7781    3.8319  0.011459  0.002628  0.023798  0.000839  0.030903  0.001041   -0.9155
    1.9100    3.7500    0.7846    3.5312  0.008571  0.001399  0.023275  0.000527  0.028549  0.000539   -0.8698
    1.8700    3.7500    0.7912    3.7918  0.007899  0.001847  0.022233  0.000512  0.027147  0.000714   -0.8876
    1.7900    3.7500    0.8048    3.7451  0.006481  0.001695  0.020640  0.000499  0.024740  0.000698   -0.8880
    1.7500    3.7500    0.8118    3.7980  0.007308  0.001647  0.018939  0.000515  0.023557  0.000615   -0.8888
    1.7100    3.7500    0.8188    3.9059  0.005815  0.002414  0.018794  0.000659  0.022493  0.000865   -0.9203
    1.6300    3.7500    0.8334    3.9490  0.008978  0.002244  0.015529  0.000680  0.021060  0.000776   -0.8992
    1.5900    3.7500    0.8409    3.6818  0.008654  0.001539  0.015100  0.000478  0.020433  0.000578   -0.8754
    1.5500    3.7500    0.8485    3.9144  0.005591  0.001535  0.015261  0.000446  0.018780  0.000546   -0.8777
    1.5100    3.7500    0.8562    4.0134  0.005770  0.002077  0.014020  0.000594  0.017602  0.000805   -0.9025
    1.4700    3.7500    0.8641    3.7805  0.004574  0.001423  0.013680  0.000408  0.016574  0.000508   -0.8795
    1.4300    3.7500    0.8722    3.6989  0.004771  0.001655  0.012653  0.000483  0.015658  0.000486   -0.8976
    1.3900    3.7500    0.8804    3.6486  0.005793  0.001520  0.011394  0.000467  0.014964  0.000474   -0.9211
    1.3500    3.7500    0.8887    3.7459  0.004990  0.001497  0.010472  0.000499  0.013571  0.000499   -0.9009
    1.3100    3.7500    0.8972    3.6912  0.004375  0.001361  0.010018  0.000385  0.012721  0.000486   -0.9244
    1.2700    3.7500    0.9059    3.7125  0.004618  0.001277  0.009185  0.000391  0.011982  0.000393   -0.9251
    1.1500    3.7500    0.9329    3.7133  0.001178  0.001767  0.009488  0.000587  0.010419  0.000393   -0.9639
    1.1100    3.7500    0.9423    3.5156  0.002715  0.001489  0.009393  0.000517  0.011119  0.000356   -0.9616
    1.0700    3.7500    0.9519    3.5329  0.002973  0.001662  0.010030  0.000605  0.011929  0.000356   -0.9608
    1.0300    3.7500    0.9616    3.7700  0.004964  0.002229  0.010141  0.000710  0.013149  0.000506   -0.9633
    0.9900    3.7500    0.9716    3.7889  0.004214  0.002364  0.011119  0.000721  0.013624  0.000615   -0.9633
    0.9500    3.7500    0.9818    3.8079  0.005955  0.002612  0.011409  0.000837  0.014856  0.000623   -0.9637
